student_id,cgpa_cumulative,backlogs_count,backlogs_age_max_weeks,branch,entrance_percentile,admission_category,social_category,home_state,schooling_medium,hosteller_flag,mean_attendance_pct,min_attendance_pct,attendance_debarment_threshold,attendance_condonation_band_low,attendance_condonation_band_high,consecutive_absence_streak_max,attendance_trend,timing_of_decline,classes_total_in_sem,classes_conducted_so_far,classes_remaining_in_sem,max_possible_attendance_pct,attendance_debarment_mathematically_certain,avg_pace_score,avg_clarity_score,avg_doubt_resolution_score,avg_teaching_style_fit_score,diagnostic_content_score,diagnostic_delivery_sensitive_score,avg_session_engagement_exposure,vtop_login_freq_per_week,submission_timing_relative,footfall_library_freq_per_week,hostel_curfew_violations,fee_payment_status,scholarship_category,education_loan_status,family_income_bracket,first_gen_college_goer,latent_risk_score,true_dominant_cluster,risk_level,risk_level_label,mentor_flag_category
S00414,7.24,3,7,SMEC-MECH,85.7,Government Quota,EWS,Kerala,CBSE,Hosteller,81.2,63.7,65.0,65.0,75.0,4,stable,none,50,46,4,82.0,0,0.66,1.87,2.88,2.95,0.75,0.622,0.574,8.67,-0.32,5.68,0.0,On Installment (On-Time),No Scholarship,Active Loan (Repayment Stress Flagged),2.5-8 LPA,No,0.1395,pedagogy,0,No Risk,none
S00415,8.77,0,0,SBST-BIOTECH,91.4,Government Quota,SC,Other,State Board,Hosteller,71.8,67.8,65.0,65.0,75.0,6,stable,none,50,5,45,98.0,0,-0.66,3.8,,4.65,0.985,0.856,0.257,10.5,-0.13,2.0,1.0,Fee Due >30 Days,Category-Based,Active Loan (Repayment Stress Flagged),<2.5 LPA,No,0.163,financial,0,No Risk,none
S00416,6.2,1,1,SMEC-MECH,65.9,Management Quota,ST,Uttar Pradesh,ICSE,Hosteller,84.1,72.7,65.0,65.0,75.0,6,stable,none,50,34,16,90.0,0,0.53,3.37,4.28,4.79,0.838,0.844,0.588,11.82,-1.25,0.75,1.0,On Installment (On-Time),No Scholarship,No Loan,>8 LPA,Yes,0.118,behavioural,0,No Risk,none
S00417,9.36,1,6,SMEC-MECH,99.9,Management Quota,OBC,Karnataka,State Board,DayScholar,84.1,78.3,65.0,65.0,75.0,0,stable,none,50,39,11,88.0,0,-0.83,2.93,1.0,2.39,1.0,1.0,0.496,10.7,-2.05,3.56,,Fully Paid,No Scholarship,No Loan,>8 LPA,Yes,0.0,behavioural,0,No Risk,none
S00418,7.99,0,0,SBST-BIOTECH,99.9,Government Quota,General,Tamil Nadu,ICSE,Hosteller,75.4,55.8,65.0,65.0,75.0,5,stable,none,50,21,29,90.0,0,0.22,3.39,3.1,4.47,1.0,1.0,0.453,10.77,-0.76,4.53,1.0,Fully Paid,Institutional Need-Based,No Loan,<2.5 LPA,No,0.0855,behavioural,0,No Risk,none
S00419,7.02,5,42,SCE-CIVIL,73.4,Government Quota,General,Kerala,State Board,Hosteller,65.8,60.0,65.0,65.0,75.0,8,stable,none,50,35,15,76.0,0,-1.0,4.04,2.53,2.91,0.482,0.582,0.261,5.89,0.65,2.49,3.0,Fully Paid,No Scholarship,No Loan,>8 LPA,No,0.182,academic,1,Backlog / Academic-Probation Risk,academic
S00420,7.99,0,0,SCE-CIVIL,73.4,Management Quota,General,Andhra Pradesh,State Board,Hosteller,83.7,83.3,65.0,65.0,75.0,1,recovering,none,50,36,14,88.0,0,0.25,2.92,,2.45,0.75,0.651,0.367,3.69,-1.7,5.04,0.0,On Installment (On-Time),Merit-Based,No Loan,2.5-8 LPA,Yes,0.1444,behavioural,0,No Risk,none
S00421,10.0,0,0,SBST-BIOTECH,99.9,Government Quota,General,Uttar Pradesh,CBSE,Hosteller,95.7,91.8,65.0,65.0,75.0,4,stable,none,50,39,11,96.0,0,-0.66,3.74,1.38,4.82,1.0,1.0,0.594,14.39,0.49,5.29,1.0,Fully Paid,Category-Based,No Loan,<2.5 LPA,No,0.0447,attendance,0,No Risk,none
S00422,7.62,0,0,SCOPE-CSE,79.7,Management Quota,OBC,Maharashtra,ICSE,Hosteller,72.9,49.9,65.0,65.0,75.0,8,recovering,none,50,17,33,90.0,0,0.01,2.57,2.63,2.75,0.878,0.895,0.128,9.53,0.03,2.32,2.0,Fully Paid,No Scholarship,Active Loan (Repayment Stress Flagged),2.5-8 LPA,No,0.2891,visual_engagement,2,Attendance-Debarment Risk,pedagogical
S00423,7.22,0,0,SCE-CIVIL,71.7,Management Quota,EWS,Uttar Pradesh,International,Hosteller,78.3,61.6,65.0,65.0,75.0,7,stable,none,50,7,43,96.0,0,0.99,2.45,3.82,2.43,0.798,0.706,0.487,8.54,-0.23,4.88,0.0,On Installment (Overdue),No Scholarship,No Loan,>8 LPA,No,0.1813,financial,0,No Risk,none
S00424,6.36,5,2,SCE-CIVIL,65.6,Government Quota,General,Delhi-NCR,State Board,Hosteller,61.9,54.6,65.0,65.0,75.0,9,stable,none,50,34,16,74.0,0,0.28,2.16,3.1,3.58,0.474,0.296,0.381,2.9,0.07,2.35,1.0,Fully Paid,Institutional Need-Based,No Loan,<2.5 LPA,No,0.2805,academic,2,Attendance-Debarment Risk,academic
S00425,8.18,0,0,SBST-BIOTECH,69.2,Management Quota,General,Karnataka,CBSE,Hosteller,70.2,69.5,65.0,65.0,75.0,12,declining,early,50,24,26,86.0,0,-0.39,5.0,2.9,3.22,0.886,0.883,0.453,10.77,-1.89,6.59,4.0,On Installment (On-Time),No Scholarship,Active Loan (Repayment Stress Flagged),<2.5 LPA,Yes,0.1249,behavioural,0,No Risk,none
S00426,8.62,0,0,SCE-CIVIL,79.1,Government Quota,OBC,Delhi-NCR,State Board,Hosteller,76.7,40.2,65.0,65.0,75.0,10,stable,none,50,37,13,82.0,0,0.22,2.07,5.0,4.06,0.747,0.578,0.405,9.05,1.95,2.62,0.0,On Installment (On-Time),Sports-Cultural Quota,Active Loan (No Stress Flagged),2.5-8 LPA,Yes,0.0688,financial,0,No Risk,none
S00427,5.7,3,13,SMEC-MECH,67.1,Management Quota,General,Tamil Nadu,International,Hosteller,93.5,87.9,65.0,65.0,75.0,1,stable,none,50,39,11,94.0,0,-0.16,3.27,3.16,4.73,0.331,0.614,0.59,10.62,1.17,2.01,1.0,Fully Paid,Merit-Based,Active Loan (No Stress Flagged),>8 LPA,No,0.2187,diagnostic,1,Backlog / Academic-Probation Risk,pedagogical
S00428,8.08,1,12,SCOPE-CSE,85.5,Management Quota,EWS,Maharashtra,State Board,DayScholar,72.1,58.9,65.0,65.0,75.0,9,declining,late,50,40,10,78.0,0,-0.89,3.82,,3.09,0.727,0.76,0.519,8.0,-1.17,5.3,,Fully Paid,No Scholarship,Active Loan (No Stress Flagged),>8 LPA,Yes,0.1406,financial,0,No Risk,none
S00429,6.63,1,5,SMEC-MECH,66.6,Government Quota,SC,Bihar,CBSE,Hosteller,68.1,54.5,65.0,65.0,75.0,4,recovering,none,50,26,24,84.0,0,1.0,1.65,2.05,2.66,0.706,0.432,0.37,12.94,-0.94,0.22,6.0,Fully Paid,Institutional Need-Based,No Loan,2.5-8 LPA,No,0.0475,pedagogy,0,No Risk,none
S00430,7.71,1,1,SBST-BIOTECH,80.9,Government Quota,OBC,Andhra Pradesh,State Board,Hosteller,88.0,87.0,65.0,65.0,75.0,0,stable,none,50,17,33,96.0,0,-0.46,3.26,4.46,4.08,0.798,0.807,0.498,3.11,-1.51,1.51,0.0,On Installment (On-Time),No Scholarship,No Loan,2.5-8 LPA,No,0.035,behavioural,0,No Risk,none
S00431,8.57,0,0,SCE-CIVIL,91.4,Government Quota,ST,Maharashtra,CBSE,Hosteller,86.0,82.3,65.0,65.0,75.0,0,stable,none,50,36,14,90.0,0,-0.1,3.63,3.45,2.73,0.845,1.0,0.548,6.86,-1.47,3.25,2.0,Fully Paid,No Scholarship,Active Loan (Repayment Stress Flagged),2.5-8 LPA,No,0.2146,behavioural,1,Backlog / Academic-Probation Risk,psychosocial
S00432,9.14,0,0,SBST-BIOTECH,83.4,Government Quota,EWS,Maharashtra,State Board,DayScholar,78.1,76.3,65.0,65.0,75.0,3,stable,none,50,7,43,96.0,0,-0.72,4.33,4.2,3.95,0.833,1.0,0.305,14.98,0.22,0.0,,Fully Paid,Category-Based,Active Loan (Repayment Stress Flagged),2.5-8 LPA,No,0.0492,financial,0,No Risk,none
S00433,6.58,0,0,SENSE-ECE,56.0,Government Quota,General,Uttar Pradesh,State Board,Hosteller,74.7,74.7,65.0,65.0,75.0,2,declining,late,50,45,5,78.0,0,0.84,4.27,1.99,3.24,0.981,0.942,0.428,10.27,-0.21,2.08,0.0,Fully Paid,Category-Based,Active Loan (No Stress Flagged),>8 LPA,No,0.222,financial,1,Backlog / Academic-Probation Risk,financial
S00434,8.06,0,0,SMEC-MECH,93.3,Government Quota,EWS,Karnataka,State Board,Hosteller,71.8,70.9,65.0,65.0,75.0,0,stable,none,50,20,30,88.0,0,0.16,3.65,2.88,3.74,0.821,0.873,0.685,10.19,-0.67,6.74,1.0,Fully Paid,Category-Based,Active Loan (No Stress Flagged),2.5-8 LPA,Yes,0.117,financial,0,No Risk,none
S00435,7.31,1,12,SCOPE-CSE,83.8,Government Quota,General,Uttar Pradesh,State Board,DayScholar,70.9,65.2,65.0,65.0,75.0,4,stable,none,50,14,36,92.0,0,0.22,4.5,2.35,2.9,0.647,0.703,0.624,15.36,0.74,3.24,,Fully Paid,Category-Based,Active Loan (No Stress Flagged),2.5-8 LPA,Yes,0.0327,financial,0,No Risk,none
S00436,8.02,0,0,SBST-BIOTECH,74.9,Government Quota,General,Delhi-NCR,CBSE,DayScholar,84.0,73.6,65.0,65.0,75.0,8,recovering,none,50,37,13,88.0,0,-0.76,4.1,,1.95,1.0,0.945,0.516,8.14,-0.4,1.23,,On Installment (On-Time),Institutional Need-Based,Active Loan (No Stress Flagged),>8 LPA,Yes,0.0085,financial,0,No Risk,none
S00437,9.37,0,0,SBST-BIOTECH,99.9,Government Quota,General,Karnataka,ICSE,Hosteller,68.4,65.5,65.0,65.0,75.0,6,stable,none,50,9,41,94.0,0,0.26,2.27,2.18,3.74,0.899,0.819,0.476,10.73,0.41,1.37,5.0,On Installment (On-Time),No Scholarship,Active Loan (No Stress Flagged),2.5-8 LPA,No,0.2296,financial,1,Backlog / Academic-Probation Risk,financial
S00438,6.16,4,1,SCE-CIVIL,75.8,Management Quota,General,West Bengal,State Board,Hosteller,66.6,62.4,65.0,65.0,75.0,10,declining,late,50,27,23,82.0,0,0.38,3.74,2.78,3.19,0.79,0.969,0.219,7.38,1.14,6.76,5.0,Fully Paid,Institutional Need-Based,No Loan,2.5-8 LPA,No,0.1811,visual_engagement,0,No Risk,none
S00439,6.95,0,0,SBST-BIOTECH,78.1,Government Quota,OBC,Bihar,CBSE,Hosteller,59.0,52.3,65.0,65.0,75.0,4,declining,late,50,28,22,78.0,0,0.45,3.71,4.25,3.59,0.657,0.651,0.341,14.19,-0.2,5.95,6.0,On Installment (On-Time),Merit-Based,No Loan,2.5-8 LPA,No,0.0114,visual_engagement,0,No Risk,none
S00440,9.44,0,0,SENSE-ECE,99.9,Government Quota,General,Other,ICSE,Hosteller,74.6,73.5,65.0,65.0,75.0,2,stable,none,50,23,27,88.0,0,0.09,4.66,4.58,1.92,0.879,1.0,0.487,7.42,0.83,1.94,0.0,Fully Paid,Category-Based,Active Loan (No Stress Flagged),<2.5 LPA,Yes,0.0918,financial,0,No Risk,none
S00441,8.02,1,1,SBST-BIOTECH,69.1,Government Quota,General,Kerala,International,Hosteller,89.8,89.6,65.0,65.0,75.0,3,stable,none,50,14,36,98.0,0,1.0,3.27,4.66,3.34,0.782,0.733,0.315,9.71,-0.81,0.85,1.0,Fully Paid,Merit-Based,No Loan,>8 LPA,Yes,0.0817,visual_engagement,0,No Risk,none
S00442,8.14,0,0,SBST-BIOTECH,78.9,Government Quota,OBC,Kerala,CBSE,Hosteller,95.1,90.9,65.0,65.0,75.0,0,stable,none,50,14,36,98.0,0,-0.25,4.96,2.64,2.78,0.734,0.831,0.497,13.25,-0.24,7.96,0.0,On Installment (On-Time),No Scholarship,No Loan,2.5-8 LPA,No,0.0,pedagogy,0,No Risk,none
S00443,6.68,1,21,SBST-BIOTECH,61.4,Management Quota,General,Maharashtra,CBSE,DayScholar,78.0,71.9,65.0,65.0,75.0,0,stable,none,50,34,16,86.0,0,-0.01,3.73,4.4,3.72,0.644,0.662,0.467,9.59,-0.16,1.88,,Fully Paid,Institutional Need-Based,Active Loan (No Stress Flagged),<2.5 LPA,No,0.1293,financial,0,No Risk,none
S00444,5.4,5,18,SMEC-MECH,53.2,Government Quota,ST,Bihar,State Board,Hosteller,48.0,46.2,65.0,65.0,75.0,5,declining,early,50,18,32,82.0,0,0.3,5.0,2.79,3.17,0.32,0.565,0.217,4.35,-0.72,3.03,1.0,Fully Paid,Merit-Based,Active Loan (No Stress Flagged),>8 LPA,No,0.2295,academic,1,Backlog / Academic-Probation Risk,academic
S00445,8.53,0,0,SENSE-ECE,89.3,Government Quota,EWS,Karnataka,State Board,DayScholar,83.4,78.8,65.0,65.0,75.0,0,stable,none,50,27,23,92.0,0,0.28,4.69,5.0,1.66,0.806,0.94,0.475,15.35,1.53,1.37,,Fully Paid,No Scholarship,No Loan,2.5-8 LPA,No,0.0,pedagogy,0,No Risk,none
S00446,5.23,2,3,SENSE-ECE,50.9,Management Quota,OBC,Tamil Nadu,State Board,Hosteller,84.3,71.5,65.0,65.0,75.0,3,stable,none,50,30,20,90.0,0,-0.12,4.55,3.25,2.82,0.339,0.41,0.751,6.44,-0.23,0.38,0.0,Fully Paid,Institutional Need-Based,No Loan,>8 LPA,No,0.1079,diagnostic,0,No Risk,none
S00447,5.99,1,10,SCOPE-CSE,54.6,Government Quota,General,West Bengal,State Board,Hosteller,74.0,62.3,65.0,65.0,75.0,5,stable,none,50,33,17,82.0,0,-0.09,4.55,,3.99,0.716,0.737,0.491,9.48,-1.32,1.02,0.0,On Installment (On-Time),Category-Based,No Loan,2.5-8 LPA,No,0.0715,behavioural,0,No Risk,none
S00448,8.08,0,0,SCE-CIVIL,79.2,Government Quota,General,Kerala,State Board,Hosteller,54.0,41.5,65.0,65.0,75.0,5,recovering,none,50,29,21,74.0,0,1.0,3.71,,3.29,0.885,0.899,0.319,9.8,-0.7,0.83,3.0,Fee Due >30 Days,No Scholarship,Active Loan (Repayment Stress Flagged),2.5-8 LPA,No,0.332,financial,3,Withdrawal / Discontinuation Risk,financial
S00449,8.31,0,0,SCOPE-CSE,77.0,Government Quota,OBC,Andhra Pradesh,State Board,Hosteller,82.3,80.2,65.0,65.0,75.0,0,recovering,none,50,36,14,88.0,0,0.22,3.7,4.03,4.43,0.932,0.863,0.535,7.27,-0.0,1.18,1.0,Fully Paid,Institutional Need-Based,Active Loan (Repayment Stress Flagged),<2.5 LPA,No,0.0,financial,0,No Risk,none
S00450,8.52,0,0,SMEC-MECH,90.1,Management Quota,General,Uttar Pradesh,State Board,DayScholar,73.0,61.8,65.0,65.0,75.0,10,stable,none,50,34,16,82.0,0,0.72,3.89,2.8,2.64,0.866,1.0,0.424,7.89,-1.3,3.41,,Fully Paid,Merit-Based,No Loan,<2.5 LPA,No,0.186,behavioural,1,Backlog / Academic-Probation Risk,psychosocial
S00451,9.46,0,0,SCOPE-CSE,86.4,Government Quota,General,Delhi-NCR,ICSE,Hosteller,49.6,44.3,65.0,65.0,75.0,12,stable,none,50,8,42,92.0,0,0.14,3.88,3.77,1.93,0.924,0.807,0.274,14.19,-1.34,1.66,5.0,Fee Due >30 Days,No Scholarship,Active Loan (Repayment Stress Flagged),2.5-8 LPA,Yes,0.3024,financial,2,Attendance-Debarment Risk,financial
S00452,6.04,2,11,SCE-CIVIL,63.7,Government Quota,OBC,Maharashtra,CBSE,Hosteller,80.4,75.5,65.0,65.0,75.0,2,recovering,none,50,45,5,82.0,0,-0.67,4.4,2.82,3.63,0.655,0.833,0.378,12.97,-0.08,1.99,2.0,On Installment (On-Time),Merit-Based,Active Loan (No Stress Flagged),2.5-8 LPA,Yes,0.1652,financial,0,No Risk,none
S00453,6.94,2,1,SCE-CIVIL,73.5,Government Quota,EWS,Other,CBSE,DayScholar,91.9,88.1,65.0,65.0,75.0,6,stable,none,50,20,30,96.0,0,-0.03,3.51,,3.63,0.697,0.73,0.667,10.88,-0.82,0.88,,On Installment (Overdue),No Scholarship,Active Loan (Repayment Stress Flagged),<2.5 LPA,No,0.1966,financial,1,Backlog / Academic-Probation Risk,financial
S00454,6.66,0,0,SCE-CIVIL,55.3,Government Quota,General,West Bengal,CBSE,Hosteller,77.1,75.9,65.0,65.0,75.0,0,stable,none,50,34,16,84.0,0,0.29,3.26,2.4,3.72,0.536,0.575,0.679,10.51,-1.55,1.31,0.0,Fully Paid,No Scholarship,Active Loan (No Stress Flagged),2.5-8 LPA,No,0.1577,behavioural,0,No Risk,none
S00455,8.82,0,0,SENSE-ECE,93.9,Government Quota,SC,Maharashtra,State Board,Hosteller,97.3,85.0,65.0,65.0,75.0,4,stable,none,50,32,18,98.0,0,0.2,3.59,,3.44,0.914,1.0,0.819,7.73,-0.27,2.15,1.0,Fully Paid,No Scholarship,No Loan,2.5-8 LPA,No,0.0,behavioural,0,No Risk,none
S00456,6.37,2,18,SMEC-MECH,57.4,Management Quota,OBC,Karnataka,CBSE,DayScholar,68.9,63.5,65.0,65.0,75.0,14,declining,early,50,34,16,78.0,0,-0.97,1.75,3.09,3.01,0.621,0.579,0.326,10.52,-1.06,2.4,,Fully Paid,Category-Based,No Loan,<2.5 LPA,No,0.1335,pedagogy,0,No Risk,none
S00457,7.08,0,0,SCE-CIVIL,80.8,Government Quota,EWS,Uttar Pradesh,State Board,Hosteller,76.7,68.5,65.0,65.0,75.0,5,recovering,none,50,6,44,98.0,0,-1.0,1.35,,3.96,0.654,0.695,0.462,14.07,1.05,5.1,0.0,Fully Paid,No Scholarship,No Loan,2.5-8 LPA,No,0.0027,pedagogy,0,No Risk,none
S00458,5.42,3,39,SCOPE-CSE,45.1,Management Quota,EWS,Karnataka,State Board,Hosteller,60.2,50.1,65.0,65.0,75.0,4,declining,early,50,34,16,72.0,0,-0.61,2.71,2.69,1.27,0.368,0.446,0.272,8.1,1.47,1.45,3.0,Fee Due >30 Days,No Scholarship,Active Loan (No Stress Flagged),2.5-8 LPA,No,0.325,financial,3,Withdrawal / Discontinuation Risk,financial
S00459,8.35,0,0,SCE-CIVIL,67.9,Government Quota,EWS,Karnataka,CBSE,Hosteller,81.4,77.3,65.0,65.0,75.0,0,recovering,none,50,25,25,90.0,0,0.43,4.87,4.06,4.4,0.988,1.0,0.59,15.87,-0.64,2.69,0.0,Fully Paid,Merit-Based,No Loan,<2.5 LPA,No,0.0758,behavioural,0,No Risk,none
S00460,7.43,3,4,SBST-BIOTECH,84.3,Government Quota,OBC,Uttar Pradesh,State Board,DayScholar,91.6,80.1,65.0,65.0,75.0,0,recovering,none,50,36,14,94.0,0,-0.79,2.76,2.66,2.64,0.78,0.923,0.458,13.0,-0.27,3.69,,Fully Paid,No Scholarship,Active Loan (No Stress Flagged),2.5-8 LPA,Yes,0.103,financial,0,No Risk,none
S00461,7.16,1,22,SENSE-ECE,87.9,Government Quota,SC,West Bengal,State Board,DayScholar,62.6,62.3,65.0,65.0,75.0,5,declining,early,50,45,5,66.0,0,0.7,3.93,3.8,2.04,0.622,0.812,0.482,10.81,-2.03,0.58,,On Installment (On-Time),No Scholarship,No Loan,>8 LPA,No,0.1093,behavioural,0,No Risk,none
S00462,5.27,6,2,SBST-BIOTECH,59.7,Government Quota,General,Kerala,State Board,DayScholar,85.8,81.5,65.0,65.0,75.0,3,stable,none,50,43,7,88.0,0,-0.89,3.22,3.54,3.78,0.479,0.559,0.685,9.99,0.73,4.88,,Fully Paid,Institutional Need-Based,Active Loan (No Stress Flagged),<2.5 LPA,No,0.1159,academic,0,No Risk,none
S00463,7.4,0,0,SBST-BIOTECH,82.7,Government Quota,OBC,Tamil Nadu,State Board,DayScholar,72.4,57.2,65.0,65.0,75.0,4,stable,none,50,12,38,94.0,0,-0.0,4.51,,3.55,0.774,0.831,0.481,11.17,1.23,0.0,,Fully Paid,No Scholarship,Active Loan (No Stress Flagged),<2.5 LPA,No,0.0295,financial,0,No Risk,none
S00464,6.61,2,4,SCOPE-CSE,48.7,Government Quota,General,Bihar,State Board,Hosteller,70.0,61.9,65.0,65.0,75.0,6,declining,late,50,22,28,86.0,0,0.22,3.51,2.17,2.05,0.638,0.687,0.227,9.22,-0.98,0.86,1.0,On Installment (On-Time),No Scholarship,Active Loan (No Stress Flagged),<2.5 LPA,Yes,0.191,visual_engagement,1,Backlog / Academic-Probation Risk,pedagogical
S00465,7.7,1,15,SMEC-MECH,99.9,Government Quota,General,Delhi-NCR,CBSE,Hosteller,71.2,66.8,65.0,65.0,75.0,8,stable,none,50,32,18,82.0,0,-1.0,3.53,2.0,3.29,0.928,0.999,0.473,9.11,-0.44,4.58,1.0,Fee Due >30 Days,No Scholarship,No Loan,2.5-8 LPA,No,0.2147,financial,1,Backlog / Academic-Probation Risk,financial
S00466,7.62,1,15,SBST-BIOTECH,59.3,Government Quota,General,Andhra Pradesh,State Board,DayScholar,69.7,63.9,65.0,65.0,75.0,9,stable,none,50,20,30,88.0,0,0.52,2.53,3.56,3.63,0.77,0.818,0.502,13.91,-1.29,6.0,,On Installment (On-Time),Institutional Need-Based,Active Loan (Repayment Stress Flagged),>8 LPA,No,0.1283,financial,0,No Risk,none
S00467,6.4,0,0,SCE-CIVIL,65.7,Government Quota,ST,Andhra Pradesh,State Board,Hosteller,77.1,76.6,65.0,65.0,75.0,6,stable,none,50,13,37,94.0,0,-0.31,4.45,2.98,2.23,0.685,0.736,0.579,7.85,0.52,6.28,2.0,Fully Paid,Category-Based,No Loan,<2.5 LPA,No,0.1083,pedagogy,0,No Risk,none
S00468,7.19,0,0,SENSE-ECE,59.9,Government Quota,General,Bihar,State Board,Hosteller,65.2,61.9,65.0,65.0,75.0,5,stable,none,50,8,42,94.0,0,1.0,1.33,2.3,3.66,0.618,0.733,0.367,7.88,-0.4,3.18,2.0,Fully Paid,Institutional Need-Based,Active Loan (Repayment Stress Flagged),<2.5 LPA,Yes,0.1815,pedagogy,0,No Risk,none
S00469,8.26,0,0,SMEC-MECH,71.7,Government Quota,General,Maharashtra,CBSE,Hosteller,85.5,68.7,65.0,65.0,75.0,11,recovering,none,50,41,9,88.0,0,0.37,4.02,,3.07,0.748,0.68,0.357,8.73,-0.36,3.21,1.0,On Installment (On-Time),No Scholarship,Active Loan (Repayment Stress Flagged),<2.5 LPA,Yes,0.0751,financial,0,No Risk,none
S00470,6.57,1,12,SBST-BIOTECH,67.0,Management Quota,General,West Bengal,State Board,DayScholar,72.2,69.2,65.0,65.0,75.0,4,recovering,none,50,36,14,80.0,0,-1.0,3.94,4.54,4.66,0.737,0.908,0.422,16.2,0.65,1.2,,On Installment (On-Time),No Scholarship,Active Loan (Repayment Stress Flagged),<2.5 LPA,Yes,0.0,financial,0,No Risk,none
S00471,6.59,0,0,SENSE-ECE,69.8,Management Quota,General,Uttar Pradesh,ICSE,DayScholar,96.7,90.3,65.0,65.0,75.0,0,recovering,none,50,37,13,98.0,0,0.35,4.5,2.43,3.93,0.436,0.402,0.587,11.35,0.12,5.06,,Fully Paid,Category-Based,No Loan,<2.5 LPA,No,0.0327,diagnostic,0,No Risk,none
S00472,8.06,0,0,SCOPE-CSE,98.1,Government Quota,General,Karnataka,State Board,Hosteller,85.0,82.0,65.0,65.0,75.0,4,stable,none,50,45,5,86.0,0,-1.0,3.6,1.3,3.42,0.626,0.657,0.703,11.39,0.08,1.94,1.0,Fully Paid,No Scholarship,Active Loan (No Stress Flagged),2.5-8 LPA,No,0.1209,financial,0,No Risk,none
S00473,8.77,1,12,SCE-CIVIL,76.4,Government Quota,EWS,Kerala,State Board,DayScholar,62.6,55.8,65.0,65.0,75.0,12,stable,none,50,42,8,68.0,0,-0.98,3.41,4.16,3.67,0.976,0.984,0.468,11.4,-1.29,5.78,,On Installment (Overdue),No Scholarship,Active Loan (No Stress Flagged),<2.5 LPA,No,0.2009,financial,1,Backlog / Academic-Probation Risk,financial
S00474,8.58,1,10,SBST-BIOTECH,91.4,Management Quota,General,Karnataka,ICSE,DayScholar,52.3,47.7,65.0,65.0,75.0,10,declining,early,50,11,39,90.0,0,-0.84,2.69,1.59,3.84,0.803,0.691,0.46,6.64,-1.23,2.63,,Fully Paid,No Scholarship,No Loan,<2.5 LPA,No,0.0539,attendance,0,No Risk,none
S00475,7.99,1,14,SCOPE-CSE,84.7,Government Quota,OBC,Bihar,CBSE,DayScholar,77.2,74.0,65.0,65.0,75.0,3,recovering,none,50,46,4,80.0,0,0.66,3.38,,2.02,0.624,0.395,0.456,7.18,-1.0,3.67,,Fully Paid,Merit-Based,No Loan,2.5-8 LPA,No,0.052,pedagogy,0,No Risk,none
S00476,8.38,0,0,SMEC-MECH,72.4,Management Quota,EWS,West Bengal,CBSE,Hosteller,95.7,84.6,65.0,65.0,75.0,5,stable,none,50,28,22,98.0,0,0.87,4.4,5.0,3.02,0.731,0.754,0.523,11.87,0.19,4.22,0.0,Fully Paid,Sports-Cultural Quota,Active Loan (No Stress Flagged),<2.5 LPA,No,0.0541,financial,0,No Risk,none
S00477,8.15,0,0,SCE-CIVIL,99.9,Government Quota,General,Uttar Pradesh,CBSE,Hosteller,84.0,80.4,65.0,65.0,75.0,1,stable,none,50,43,7,86.0,0,0.29,3.73,,3.72,0.885,0.889,0.412,5.72,-1.77,6.53,0.0,Fully Paid,No Scholarship,No Loan,2.5-8 LPA,No,0.0948,behavioural,0,No Risk,none
S00478,5.64,1,4,SCOPE-CSE,69.9,Government Quota,OBC,Bihar,CBSE,DayScholar,73.0,54.4,65.0,65.0,75.0,5,stable,none,50,22,28,88.0,0,0.02,4.4,3.36,2.92,0.708,0.807,0.363,5.03,1.0,1.51,,On Installment (On-Time),No Scholarship,Active Loan (No Stress Flagged),2.5-8 LPA,No,0.1129,financial,0,No Risk,none
S00479,9.45,0,0,SMEC-MECH,80.5,Management Quota,General,Maharashtra,ICSE,Hosteller,60.2,53.9,65.0,65.0,75.0,8,stable,none,50,21,29,84.0,0,-0.43,3.11,4.22,2.35,0.905,0.945,0.496,9.97,-0.34,3.55,3.0,On Installment (On-Time),Category-Based,Active Loan (Repayment Stress Flagged),<2.5 LPA,Yes,0.1542,financial,0,No Risk,none
S00480,7.62,0,0,SBST-BIOTECH,71.0,Management Quota,OBC,West Bengal,CBSE,Hosteller,80.4,65.2,65.0,65.0,75.0,4,recovering,none,50,27,23,90.0,0,-0.09,4.91,2.54,4.22,0.69,0.854,0.601,13.73,-0.59,5.03,2.0,Fully Paid,No Scholarship,No Loan,2.5-8 LPA,Yes,0.0261,behavioural,0,No Risk,none
S00481,8.61,1,28,SBST-BIOTECH,90.9,Government Quota,General,Karnataka,CBSE,DayScholar,81.8,80.1,65.0,65.0,75.0,0,stable,none,50,17,33,94.0,0,-0.13,3.0,1.59,1.6,1.0,1.0,0.229,7.77,0.78,2.44,,On Installment (Overdue),Category-Based,Active Loan (No Stress Flagged),<2.5 LPA,Yes,0.1551,financial,0,No Risk,none
S00482,6.26,0,0,SCE-CIVIL,62.9,Management Quota,EWS,Kerala,State Board,Hosteller,78.2,73.1,65.0,65.0,75.0,1,recovering,none,50,26,24,88.0,0,-0.99,3.88,,1.96,0.468,0.42,0.589,13.64,1.54,0.0,1.0,Fully Paid,No Scholarship,No Loan,2.5-8 LPA,Yes,0.0639,pedagogy,0,No Risk,none
